Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
Brighton,4,h,Hodges,26-07-2016,11.2,3186,4,2,2,848,246,1975,Southern Metropolitan,10579,2640000
Brighton,4,h,Buxton,26-07-2016,11.2,3186,,,,,,,Southern Metropolitan,10579,2900000
Brighton East,2,u,Buxton,26-07-2016,10.7,3187,2,1,1,74,66,1960,Southern Metropolitan,6938,692000
Brunswick,1,u,Jellis,26-07-2016,5.2,3056,1,1,1,540,45,1970,Northern Metropolitan,11918,370000
Brunswick,3,h,Nelson,26-07-2016,5.2,3056,3,1,0,285,104,1890,Northern Metropolitan,11918,1170000
Brunswick West,2,h,Jellis,26-07-2016,5.9,3055,3,1,1,206,98,1900,Northern Metropolitan,7082,820000
Bulleen,2,h,Barry,26-07-2016,11.8,3105,2,1,1,591,140,1965,Eastern Metropolitan,4480,903000
Canterbury,3,h,Marshall,26-07-2016,9,3126,3,2,2,361,216,1995,Southern Metropolitan,3265,1850000
Carnegie,2,u,Thomson,26-07-2016,11.4,3163,2,1,1,50,68,1950,Southern Metropolitan,7822,370000
Carnegie,4,h,Private/Tiernan's,26-07-2016,11.4,3163,3,2,3,932,270,1970,Southern Metropolitan,7822,1880000
Carnegie,2,h,Woodards,26-07-2016,11.4,3163,2,1,2,543,544,,Southern Metropolitan,7822,896000
Carnegie,4,t,hockingstuart,26-07-2016,11.4,3163,,,,,,,Southern Metropolitan,7822,1200000
Caulfield South,2,h,Biggin,26-07-2016,9.3,3162,2,2,1,255,85,1890,Southern Metropolitan,5051,1001000
Caulfield South,2,u,Gary,26-07-2016,9.3,3162,,,,,,,Southern Metropolitan,5051,665000
Caulfield South,3,h,Gary,26-07-2016,9.3,3162,3,1,1,312,123,1926,Southern Metropolitan,5051,1330000
Clifton Hill,3,h,Nelson,26-07-2016,3.4,3068,3,1,1,169,,,Northern Metropolitan,2954,1150000
Coburg,4,h,Peter,26-07-2016,7.8,3058,4,2,2,93,205,1930,Northern Metropolitan,11204,1150000
Coburg North,4,h,Jellis,26-07-2016,9.2,3058,4,2,1,320,131,1950,Northern Metropolitan,3445,792000
Coburg North,3,h,Nelson,26-07-2016,9.2,3058,3,1,2,499,105,1970,Northern Metropolitan,3445,720000
Doncaster,3,u,Ray,26-07-2016,13.9,3108,3,1,1,302,,,Eastern Metropolitan,9028,735000
Doncaster,4,h,Barry,26-07-2016,13.9,3108,4,3,2,657,275,2010,Eastern Metropolitan,9028,1520000
Eaglemont,3,h,Miles,26-07-2016,10.3,3084,3,1,1,872,136,1960,Eastern Metropolitan,1651,1601000
Elwood,2,u,Chisholm,26-07-2016,7.7,3184,2,1,1,50,83,1930,Southern Metropolitan,8989,875000
Elwood,2,u,Chisholm,26-07-2016,7.7,3184,2,1,1,50,65,1970,Southern Metropolitan,8989,582500
Elwood,2,u,McGrath,26-07-2016,7.7,3184,2,1,1,50,50,1940,Southern Metropolitan,8989,570000
Essendon,3,h,Barry,26-07-2016,8,3040,3,1,4,687,,,Western Metropolitan,9264,1330000
Essendon,3,h,Nelson,26-07-2016,8,3040,3,2,1,858,165,1938,Western Metropolitan,9264,1625000
Essendon,3,h,Paul,26-07-2016,8,3040,3,1,0,300,145,1900,Western Metropolitan,9264,1150000
Fitzroy,2,u,Nelson,26-07-2016,1.6,3065,2,1,1,50,74,1900,Northern Metropolitan,5825,715000
Fitzroy North,3,h,Nelson,26-07-2016,3.5,3068,3,1,1,203,110,1890,Northern Metropolitan,6244,1300000
Flemington,2,u,Jellis,26-07-2016,4.4,3031,2,1,1,50,,1970,Northern Metropolitan,3593,350000
Footscray,3,h,Village,26-07-2016,6.4,3011,,,,,,,Western Metropolitan,7570,842500
Footscray,3,h,GL,26-07-2016,6.4,3011,3,2,2,196,154,2006,Western Metropolitan,7570,980000
Glen Iris,2,h,Jellis,26-07-2016,9.2,3146,2,1,1,553,,,Southern Metropolitan,10412,1723000
Glen Iris,2,u,hockingstuart,26-07-2016,9.2,3146,2,1,1,50,,,Southern Metropolitan,10412,529500
Glen Iris,3,h,Greg,26-07-2016,9.2,3146,3,1,2,762,153,1930,Southern Metropolitan,10412,2800000
Gowanbrae,4,h,Nelson,26-07-2016,13.6,3043,,,,,,,Western Metropolitan,1071,660000
Gowanbrae,4,h,Nelson,26-07-2016,13.6,3043,4,2,2,719,251,2000,Western Metropolitan,1071,800000
Hadfield,4,h,Barry,26-07-2016,12.1,3046,4,1,4,588,,,Northern Metropolitan,2606,650000
Hadfield,2,t,Nelson,26-07-2016,12.1,3046,2,1,1,137,110,2012,Northern Metropolitan,2606,468000
Hampton,2,u,Buxton,26-07-2016,13.7,3188,2,1,2,3414,,,Southern Metropolitan,5454,738000
Hampton,3,t,hockingstuart,26-07-2016,13.7,3188,3,2,2,224,,1999,Southern Metropolitan,5454,1140000
Hampton,3,t,Buxton,26-07-2016,13.7,3188,,,,,,,Southern Metropolitan,5454,1350000
Hampton East,3,t,Buxton,26-07-2016,14.5,3188,,,,,,,Southern Metropolitan,2356,1270000
Hawthorn,2,u,Jellis,26-07-2016,4.6,3122,2,1,1,3194,,,Southern Metropolitan,11308,695000
Heidelberg Heights,2,u,hockingstuart,26-07-2016,10.5,3081,2,1,1,127,83,1970,Eastern Metropolitan,2947,400000
Heidelberg West,1,h,Barry,26-07-2016,9.4,3081,1,1,1,588,,,Eastern Metropolitan,2674,636000
Hughesdale,4,h,Buxton,26-07-2016,13,3166,3,2,1,678,184,1950,Southern Metropolitan,3145,1167500
Hughesdale,3,t,Buxton,26-07-2016,13,3166,3,2,1,360,154,1975,Southern Metropolitan,3145,900000
Keilor East,3,h,Barry,26-07-2016,12.8,3033,3,2,2,928,130,1970,Western Metropolitan,5629,875000
Kensington,2,h,Brad,26-07-2016,4.2,3031,2,1,0,179,,1900,Northern Metropolitan,5263,960000
Kensington,2,t,Rendina,26-07-2016,4.2,3031,2,1,1,50,90,1970,Northern Metropolitan,5263,773000
Kew,2,t,Jellis,26-07-2016,5.6,3101,2,1,1,124,86,1992,Southern Metropolitan,10331,707500
Kew,2,u,Fletchers,26-07-2016,5.6,3101,,,,,,,Southern Metropolitan,10331,727500
Kew,3,h,Nelson,26-07-2016,5.6,3101,3,2,1,442,,,Southern Metropolitan,10331,1410000
Kew,3,t,Nelson,26-07-2016,5.6,3101,3,1,1,904,110,1980,Southern Metropolitan,10331,732000
Maidstone,3,h,Biggin,26-07-2016,9.2,3012,3,1,2,269,80,1960,Western Metropolitan,3873,490000
Maidstone,3,t,Nguyen,26-07-2016,9.2,3012,3,2,2,159,,,Western Metropolitan,3873,657000
Malvern East,3,t,Jellis,26-07-2016,11.2,3145,,,,,,,Southern Metropolitan,8801,1510000
Malvern East,2,u,Marshall,26-07-2016,11.2,3145,,,,,,,Southern Metropolitan,8801,977000
Maribyrnong,4,h,Jas,26-07-2016,8.7,3032,4,2,2,215,231,2000,Western Metropolitan,4918,770000
Middle Park,3,h,Greg,26-07-2016,4.1,3206,3,2,2,181,212,2010,Southern Metropolitan,2019,2623000
Mont Albert,3,t,Jellis,26-07-2016,11.8,3127,,,,,,,Eastern Metropolitan,2079,1150000
Mont Albert,2,h,Nelson,26-07-2016,11.8,3127,2,1,1,50,,,Eastern Metropolitan,2079,666000
Moonee Ponds,3,h,Nelson,26-07-2016,6.9,3039,3,2,1,271,143,1915,Western Metropolitan,6232,850000
Moorabbin,3,h,hockingstuart,26-07-2016,14.6,3189,3,2,2,261,107,1990,Southern Metropolitan,2555,800000
Moorabbin,4,h,Buxton,26-07-2016,14.6,3189,4,1,2,592,,,Southern Metropolitan,2555,921000
Moorabbin,3,t,Ray,26-07-2016,14.6,3189,3,2,2,472,152,2001,Southern Metropolitan,2555,917000
Moorabbin,3,h,Buxton,26-07-2016,14.6,3189,3,1,1,698,114,1960,Southern Metropolitan,2555,890000
Newport,4,t,Greg,26-07-2016,8.4,3015,4,3,3,278,188,2009,Western Metropolitan,5498,930000
Niddrie,3,u,Barry,26-07-2016,11.2,3042,3,1,1,275,,,Western Metropolitan,2291,773000
Niddrie,2,u,Nelson,26-07-2016,11.2,3042,2,1,1,167,,,Western Metropolitan,2291,522500
Niddrie,4,t,Nelson,26-07-2016,11.2,3042,,,,,,,Western Metropolitan,2291,790000
Northcote,2,h,Peter,26-07-2016,5.5,3070,,,,,,,Northern Metropolitan,11364,722000
Oakleigh South,3,h,Buxton,26-07-2016,14.7,3167,3,1,1,774,107,1950,South-Eastern Metropolitan,3692,1260500
Pascoe Vale,2,h,Brad,26-07-2016,9.9,3044,2,1,2,659,,,Northern Metropolitan,7485,855000
Pascoe Vale,2,u,Brad,26-07-2016,9.9,3044,,,,,,,Northern Metropolitan,7485,567000
Pascoe Vale,4,t,New,26-07-2016,9.9,3044,4,2,2,148,141,2001,Northern Metropolitan,7485,665000
Port Melbourne,1,h,Chisholm,26-07-2016,3.8,3207,3,1,0,151,,,Southern Metropolitan,8648,1014000
Port Melbourne,4,h,RT,26-07-2016,3.8,3207,,,,,,,Southern Metropolitan,8648,1450000
Preston,3,u,Love,26-07-2016,8.8,3072,3,1,2,192,,,Northern Metropolitan,14577,605000
Preston,2,t,hockingstuart,26-07-2016,8.8,3072,,,,,,,Northern Metropolitan,14577,530000
Preston,3,h,Ray,26-07-2016,8.8,3072,3,1,2,495,100,1950,Northern Metropolitan,14577,890000
Preston,2,h,Nelson,26-07-2016,8.8,3072,2,1,1,266,100,1925,Northern Metropolitan,14577,790000
Preston,3,h,Barry,26-07-2016,8.8,3072,4,1,2,621,,,Northern Metropolitan,14577,1000000
Reservoir,2,u,Love,26-07-2016,11.2,3073,2,1,1,87,62,1970,Northern Metropolitan,21650,300000
Reservoir,2,t,Love,26-07-2016,11.2,3073,2,1,2,153,107,2003,Northern Metropolitan,21650,420000
Reservoir,4,h,hockingstuart,26-07-2016,11.2,3073,4,2,3,936,262,1985,Northern Metropolitan,21650,885000
Reservoir,2,u,Stockdale,26-07-2016,11.2,3073,2,1,1,82,,1970,Northern Metropolitan,21650,240000
Reservoir,3,h,Nelson,26-07-2016,11.2,3073,3,1,2,550,557,1965,Northern Metropolitan,21650,815000
Reservoir,3,h,Barry,26-07-2016,11.2,3073,3,2,2,681,135,1940,Northern Metropolitan,21650,882500
Reservoir,3,h,Barry,26-07-2016,11.2,3073,3,1,2,589,128,1950,Northern Metropolitan,21650,793000
Reservoir,2,t,Ray,26-07-2016,11.2,3073,,,,,,,Northern Metropolitan,21650,541000
Richmond,2,u,Jellis,26-07-2016,2.6,3121,2,1,1,50,,2012,Northern Metropolitan,14949,712000
Richmond,3,h,Jellis,26-07-2016,2.6,3121,3,1,1,331,121,1960,Northern Metropolitan,14949,2055000
Richmond,3,h,Biggin,26-07-2016,2.6,3121,,,,,,,Northern Metropolitan,14949,1395000
Rosanna,3,h,Miles,26-07-2016,11.4,3084,3,1,1,625,135,1960,Eastern Metropolitan,3540,945000
Seddon,2,h,Jas,26-07-2016,6.6,3011,2,1,1,170,,,Western Metropolitan,2417,887000
South Yarra,2,u,hockingstuart,26-07-2016,3.3,3141,2,1,1,50,,,Southern Metropolitan,14887,613000
South Yarra,2,u,hockingstuart,26-07-2016,3.3,3141,2,1,1,50,62,1890,Southern Metropolitan,14887,520000
South Yarra,2,u,hockingstuart,26-07-2016,3.3,3141,2,2,2,17200,,2000,Southern Metropolitan,14887,827000
Spotswood,3,h,Jas,26-07-2016,7.7,3015,3,1,1,320,134,1940,Western Metropolitan,1223,1016000
St Kilda,2,u,Whiting,26-07-2016,6.1,3182,2,2,1,50,105,2009,Southern Metropolitan,13240,750000
St Kilda,2,h,Whiting,26-07-2016,6.1,3182,2,1,1,361,123,1910,Southern Metropolitan,13240,1365000
St Kilda,2,u,McGrath,26-07-2016,6.1,3182,,,,,,,Southern Metropolitan,13240,480000
St Kilda,2,u,Gary,26-07-2016,6.1,3182,,,,,,,Southern Metropolitan,13240,380000
St Kilda,4,h,hockingstuart,26-07-2016,6.1,3182,4,2,2,436,211,1880,Southern Metropolitan,13240,1950000
St Kilda,2,u,Jas,26-07-2016,6.1,3182,2,1,1,50,,,Southern Metropolitan,13240,470000
Strathmore,3,h,Nelson,26-07-2016,9.7,3041,4,1,2,656,,,Western Metropolitan,3284,1400000
Sunshine,3,h,Sweeney,26-07-2016,12.6,3020,3,1,1,351,125,2002,Western Metropolitan,3755,679500
Sunshine North,3,h,FN,26-07-2016,13.3,3020,,,,,,,Western Metropolitan,4217,540000
Sunshine North,3,h,Douglas,26-07-2016,13.3,3020,3,3,2,221,155,2011,Western Metropolitan,4217,620000
Sunshine West,3,h,Barry,26-07-2016,13.5,3020,3,1,1,694,155,1960,Western Metropolitan,6763,682000
Surrey Hills,6,h,Jellis,26-07-2016,11.2,3127,6,3,4,650,,1997,Southern Metropolitan,5457,2000000
Templestowe Lower,4,h,Barry,26-07-2016,13.8,3107,4,2,2,770,160,1965,Eastern Metropolitan,5420,1209000
Templestowe Lower,5,h,Barry,26-07-2016,13.8,3107,5,4,2,646,360,2016,Eastern Metropolitan,5420,2080000
Thornbury,3,h,Jellis,26-07-2016,6.5,3071,3,1,0,297,,1920,Northern Metropolitan,8870,1272000
Thornbury,2,h,Jellis,26-07-2016,6.5,3071,2,1,0,229,,,Northern Metropolitan,8870,972000
Thornbury,4,h,Barry,26-07-2016,6.5,3071,4,2,2,538,150,1960,Northern Metropolitan,8870,928500
Viewbank,4,h,Nelson,26-07-2016,13.8,3084,4,2,2,660,202,1977,Eastern Metropolitan,2698,1050000
West Melbourne,1,u,Nelson,26-07-2016,1.9,3003,1,1,1,50,62,1930,Northern Metropolitan,2230,482000
Williamstown,2,h,Jas,26-07-2016,8,3016,2,1,1,307,,,Western Metropolitan,6380,920000
Windsor,2,u,hockingstuart,26-07-2016,5.1,3181,2,1,1,50,,,Southern Metropolitan,4380,518000
Yallambie,3,h,Buckingham,26-07-2016,15,3085,3,2,2,587,232,1994,Northern Metropolitan,1369,936000
Yarraville,4,h,Jas,26-07-2016,7,3013,4,2,3,455,178,1890,Western Metropolitan,6543,1606000
Fawkner,3,u,Brad,26-07-2016,12.4,3060,3,0,0,261,,,Northern Metropolitan,5070,470000
Fawkner,4,h,Stockdale,26-07-2016,12.4,3060,4,2,2,467,,1997,Northern Metropolitan,5070,700500
Kingsville,4,h,Jas,26-07-2016,7.8,3012,3,2,1,343,109,1920,Western Metropolitan,1808,1336000
Murrumbeena,2,u,Anderson,26-07-2016,12.1,3163,4,1,1,102,92,1960,Southern Metropolitan,4442,603000
Murrumbeena,3,h,Woodards,26-07-2016,12.1,3163,3,1,1,554,,,Southern Metropolitan,4442,1076000
Ormond,4,t,hockingstuart,26-07-2016,11.8,3204,,,,,,,Southern Metropolitan,3578,1200000
Ormond,1,u,hockingstuart,26-07-2016,11.8,3204,1,1,1,50,44,2010,Southern Metropolitan,3578,362000
Ormond,2,u,Stockdale,26-07-2016,11.8,3204,2,1,1,50,65,1970,Southern Metropolitan,3578,410000
West Footscray,3,h,Sweeney,26-07-2016,8.2,3012,4,1,2,536,113,1925,Western Metropolitan,5058,1151500
West Footscray,3,h,Biggin,26-07-2016,8.2,3012,3,1,2,501,147,1960,Western Metropolitan,5058,860000
Glen Huntly,2,u,Gary,26-07-2016,10.4,3163,2,1,1,1784,110,1970,Southern Metropolitan,2403,640000
Oakleigh,3,u,Ray,26-07-2016,14,3166,3,1,2,119,,1970,Southern Metropolitan,3224,637000
South Kingsville,2,h,Jas,26-07-2016,9.1,3015,2,1,1,78,130,1980,Western Metropolitan,984,420000
Keilor Park,3,h,Nelson,26-07-2016,14.5,3042,3,2,2,260,,,Western Metropolitan,1119,685000
Abbotsford,3,h,P,26-08-2017,3,3067,3,1,,,95,1890,Northern Metropolitan,4019,1200000
Airport West,3,h,Barry,26-08-2017,10.4,3042,3,1,1,697,,,Western Metropolitan,3464,975500
Airport West,3,h,Jellis,26-08-2017,10.4,3042,3,1,3,626,,,Western Metropolitan,3464,880000
Albert Park,3,h,Greg,26-08-2017,3,3206,3,2,1,162,135,1880,Southern Metropolitan,3280,2340000
Albert Park,3,h,Greg,26-08-2017,3,3206,3,1,1,241,,,Southern Metropolitan,3280,2225000
Altona,3,h,PRD,26-08-2017,11,3018,3,2,2,584,,,Western Metropolitan,5301,920000
Altona,2,u,Sweeney,26-08-2017,11,3018,2,1,1,,,,Western Metropolitan,5301,672000
Altona,2,u,Sweeney,26-08-2017,11,3018,2,1,1,245,,,Western Metropolitan,5301,801250
Altona,3,t,hockingstuart,26-08-2017,11,3018,,,,,,,Western Metropolitan,5301,820000
Altona North,3,h,Jas,26-08-2017,9.4,3025,3,1,4,553,131,1960,Western Metropolitan,5132,791000
Altona North,3,t,Williams,26-08-2017,9.4,3025,3,2,2,,127,2013,Western Metropolitan,5132,730000
Armadale,4,h,Marshall,26-08-2017,6.3,3143,4,2,1,574,191,1910,Southern Metropolitan,4836,4060000
Ascot Vale,3,h,Nelson,26-08-2017,4.3,3032,3,2,2,,144,1999,Western Metropolitan,6567,1180000
Ascot Vale,4,h,Bullen,26-08-2017,4.3,3032,4,2,2,290,178,2012,Western Metropolitan,6567,1151000
Ashburton,4,t,Jellis,26-08-2017,10.2,3147,4,2,1,338,200,2005,Southern Metropolitan,3052,1650000
Ashburton,3,h,Marshall,26-08-2017,10.2,3147,3,2,3,1170,202,1950,Southern Metropolitan,3052,2550000
Ashwood,4,t,Buxton,26-08-2017,10.2,3147,4,3,1,,146,1950,Southern Metropolitan,2894,1245000
Balaclava,3,h,McGrath,26-08-2017,6.4,3183,3,1,,325,,,Southern Metropolitan,2952,1680000
Balaclava,3,t,Gary,26-08-2017,6.4,3183,3,3,2,,155,2009,Southern Metropolitan,2952,1250000
Balwyn,3,h,Jellis,26-08-2017,7.9,3103,,,,,,,Southern Metropolitan,5682,985000
Balwyn North,5,h,Marshall,26-08-2017,9.7,3104,5,4,2,830,,,Southern Metropolitan,7809,3000000
Balwyn North,3,h,Jellis,26-08-2017,9.7,3104,3,1,1,663,,,Southern Metropolitan,7809,1900000
Balwyn North,4,t,Buxton,26-08-2017,9.7,3104,,,,,,,Southern Metropolitan,7809,1690000
Balwyn North,4,h,Jellis,26-08-2017,9.7,3104,4,2,3,868,,,Southern Metropolitan,7809,1650000
Bayswater,2,h,Barry,26-08-2017,23.2,3153,2,2,1,,103,2007,Eastern Metropolitan,5030,661000
Beaumaris,5,h,Greg,26-08-2017,17.3,3193,5,3,3,,396,2016,Southern Metropolitan,5366,2750000
Beaumaris,3,h,Hodges,26-08-2017,17.3,3193,3,2,2,596,,,Southern Metropolitan,5366,1589000
Beaumaris,4,h,hockingstuart,26-08-2017,17.3,3193,4,2,2,588,,,Southern Metropolitan,5366,1385000
Beaumaris,4,h,Buxton,26-08-2017,17.3,3193,4,3,4,,,,Southern Metropolitan,5366,2000000
Bellfield,4,h,Miles,26-08-2017,8.8,3081,4,1,1,654,,1960,Eastern Metropolitan,790,951000
Bentleigh,3,t,Jellis,26-08-2017,11.4,3204,,,,,,,Southern Metropolitan,6795,1700000
Bentleigh,4,h,Jellis,26-08-2017,11.4,3204,4,2,1,,,,Southern Metropolitan,6795,1540000
Bentleigh,3,h,Woodards,26-08-2017,11.4,3204,3,2,2,566,,,Southern Metropolitan,6795,1300000
Bentleigh East,3,h,Jellis,26-08-2017,13.8,3165,3,1,2,,,,Southern Metropolitan,10969,1372500
Bentleigh East,5,h,Gary,26-08-2017,13.8,3165,5,3,3,697,243,1960,Southern Metropolitan,10969,1800000
Bentleigh East,4,h,Buxton,26-08-2017,13.8,3165,4,2,2,,201,1956,Southern Metropolitan,10969,1655000
Bentleigh East,3,u,Woodards,26-08-2017,13.8,3165,3,2,2,,,,Southern Metropolitan,10969,905000
Bentleigh East,4,t,Jellis,26-08-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,1180000
Bentleigh East,3,t,Jellis,26-08-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,1225000
Bentleigh East,4,h,Woodards,26-08-2017,13.8,3165,4,1,2,,,,Southern Metropolitan,10969,1200000
Bentleigh East,2,t,Hodges,26-08-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,860000
Bentleigh East,3,h,Woodards,26-08-2017,13.8,3165,3,1,3,,,,Southern Metropolitan,10969,1151000
Bentleigh East,4,t,Buxton,26-08-2017,13.8,3165,4,2,2,270,183,2012,Southern Metropolitan,10969,1130000
Bentleigh East,4,h,Gary,26-08-2017,13.8,3165,4,3,3,605,186,1930,Southern Metropolitan,10969,1370000
Bentleigh East,3,h,Jellis,26-08-2017,13.8,3165,3,2,3,632,194,1950,Southern Metropolitan,10969,1311000
Bentleigh East,4,h,Woodards,26-08-2017,13.8,3165,4,1,3,,,,Southern Metropolitan,10969,1150000
Black Rock,3,h,Buxton,26-08-2017,17.3,3193,3,2,2,,,,Southern Metropolitan,2866,1900000
Black Rock,3,t,Hodges,26-08-2017,17.3,3193,,,,,,,Southern Metropolitan,2866,1410000
Black Rock,2,h,Buxton,26-08-2017,17.3,3193,2,1,2,,,,Southern Metropolitan,2866,1090000
Blackburn,2,u,Woodards,26-08-2017,13.4,3130,2,1,1,,72,1965,Eastern Metropolitan,5713,630100
Blackburn,3,h,Noel,26-08-2017,13.4,3130,3,1,1,697,121,1950,Eastern Metropolitan,5713,1350000
Blackburn,4,h,Jellis,26-08-2017,13.4,3130,4,2,2,697,,,Eastern Metropolitan,5713,1660000
Blackburn South,3,h,Ray,26-08-2017,13.4,3130,3,2,2,887,150,1990,Eastern Metropolitan,4387,905000
Blackburn South,3,h,Fletchers,26-08-2017,13.4,3130,3,1,3,584,,,Eastern Metropolitan,4387,1152000
Bonbeach,3,h,Buxton,26-08-2017,27,3196,3,1,2,645,102,1950,South-Eastern Metropolitan,2887,920000
Boronia,3,h,Ray,26-08-2017,25,3155,,,,,,,Eastern Metropolitan,9704,840000
Boronia,4,h,iTRAK,26-08-2017,25,3155,4,1,1,744,136,1970,Eastern Metropolitan,9704,728000
Box Hill,5,h,Buxton,26-08-2017,10.9,3128,5,3,2,613,133,1955,Eastern Metropolitan,4605,1900000
Box Hill,4,h,Buxton,26-08-2017,10.9,3128,4,3,1,,,,Eastern Metropolitan,4605,1325000
Braybrook,3,h,Biggin,26-08-2017,8.6,3019,3,1,2,,94,1950,Western Metropolitan,3589,1200000
Briar Hill,3,h,Morrison,26-08-2017,16.1,3088,3,2,1,,143,1970,Eastern Metropolitan,1390,735000
Briar Hill,4,h,Nelson,26-08-2017,16.1,3088,4,3,3,1061,312,1960,Eastern Metropolitan,1390,1030000
Brighton,4,h,Marshall,26-08-2017,10.5,3186,4,3,2,635,,1930,Southern Metropolitan,10579,3200000
Brighton,3,h,Nick,26-08-2017,10.5,3186,,,,,,,Southern Metropolitan,10579,1450000
Brighton,2,u,Gary,26-08-2017,10.5,3186,2,2,2,,56,1975,Southern Metropolitan,10579,550000
Brighton,4,h,Nick,26-08-2017,10.5,3186,4,2,2,700,202,1930,Southern Metropolitan,10579,2830000
Brighton,4,h,Nick,26-08-2017,10.5,3186,4,2,2,881,,2015,Southern Metropolitan,10579,2260000
Brighton East,3,h,Jellis,26-08-2017,10.3,3187,3,1,3,685,175,1950,Southern Metropolitan,6938,2060000
Brighton East,5,h,Hodges,26-08-2017,10.3,3187,5,2,5,773,275,1950,Southern Metropolitan,6938,1650000
Brighton East,3,h,Marshall,26-08-2017,10.3,3187,3,3,4,,192,1940,Southern Metropolitan,6938,1380000
Brighton East,2,u,Gary,26-08-2017,10.3,3187,2,1,1,,,,Southern Metropolitan,6938,561000
Brunswick,2,h,Walshe,26-08-2017,5.2,3056,,,,,,,Northern Metropolitan,11918,830000
Brunswick,1,u,Jellis,26-08-2017,5.2,3056,1,1,,334,80,2009,Northern Metropolitan,11918,424000
Brunswick,4,h,Nelson,26-08-2017,5.2,3056,4,1,0,,103,1920,Northern Metropolitan,11918,1750000
Brunswick,3,h,Jellis,26-08-2017,5.2,3056,,,,,,,Northern Metropolitan,11918,995000
Brunswick,3,h,Jellis,26-08-2017,5.2,3056,3,1,,,155,1910,Northern Metropolitan,11918,1320000
Brunswick,1,u,Woodards,26-08-2017,5.2,3056,1,1,1,,41,1900,Northern Metropolitan,11918,350000
Brunswick,3,h,Nelson,26-08-2017,5.2,3056,3,1,2,,,,Northern Metropolitan,11918,1250000
Brunswick East,3,t,Jellis,26-08-2017,4,3057,3,2,1,138,122,1998,Northern Metropolitan,5533,959000
Brunswick East,2,h,Nelson,26-08-2017,4,3057,2,1,1,159,,,Northern Metropolitan,5533,975000
Brunswick East,3,t,Jellis,26-08-2017,4,3057,3,2,1,,117,2008,Northern Metropolitan,5533,935000
Brunswick East,2,u,Collins,26-08-2017,4,3057,,,,,,,Northern Metropolitan,5533,494000
Brunswick East,2,u,Nelson,26-08-2017,4,3057,2,1,1,,61,1970,Northern Metropolitan,5533,580000
Brunswick East,3,t,Nelson,26-08-2017,4,3057,3,2,2,,,2000,Northern Metropolitan,5533,790000
Brunswick West,3,h,Nelson,26-08-2017,5.2,3055,3,1,2,575,,,Northern Metropolitan,7082,1160000
Brunswick West,1,u,Ray,26-08-2017,5.2,3055,1,1,1,,,,Northern Metropolitan,7082,325000
Brunswick West,2,h,Ray,26-08-2017,5.2,3055,2,1,2,434,,,Northern Metropolitan,7082,887500
Brunswick West,3,h,Collins,26-08-2017,5.2,3055,3,2,2,445,160,1925,Northern Metropolitan,7082,2350000
Bundoora,5,h,Ray,26-08-2017,12.1,3083,5,3,2,593,,,Northern Metropolitan,10175,940000
Bundoora,4,h,Ray,26-08-2017,12.1,3083,4,2,3,543,,,Northern Metropolitan,10175,850000
Bundoora,4,h,Barry,26-08-2017,12.1,3083,4,1,2,,170,1972,Northern Metropolitan,10175,760000
Bundoora,3,t,Barry,26-08-2017,12.1,3083,3,1,2,,,,Northern Metropolitan,10175,505000
Burnside,3,h,YPA,26-08-2017,14.8,3023,3,2,2,461,174,2000,Western Metropolitan,1607,580000
Burnside Heights,3,h,Bombay,26-08-2017,14.8,3023,3,2,2,,153,2008,Western Metropolitan,1686,603000
Burwood,3,h,Noel,26-08-2017,10.4,3125,3,2,2,261,151,2015,Southern Metropolitan,5678,1220000
Burwood,3,h,Buxton,26-08-2017,10.4,3125,3,2,1,735,,,Southern Metropolitan,5678,1238000
Burwood,4,h,Nelson,26-08-2017,10.4,3125,4,3,2,1004,188,1950,Southern Metropolitan,5678,1535000
Burwood,4,h,Ray,26-08-2017,10.4,3125,4,2,2,,209,2005,Southern Metropolitan,5678,1480000
Burwood,3,h,Fletchers,26-08-2017,10.4,3125,3,1,1,556,,,Southern Metropolitan,5678,1340000
Burwood,2,h,Buxton,26-08-2017,10.4,3125,2,1,1,731,94,1950,Southern Metropolitan,5678,1322500
Camberwell,3,h,Fletchers,26-08-2017,7.7,3124,3,2,2,,149,1998,Southern Metropolitan,8920,1855000
Camberwell,2,u,Jellis,26-08-2017,7.7,3124,2,1,1,,,1970,Southern Metropolitan,8920,670000
